name,sex,departmentCode,joblevelCode,skillCode,telephone,birthdate,postal,address
BATCH-000663,M,100001,7,4,263000663,19711026,140200,LGCNS DEVON BATCH
BATCH-000664,M,100001,7,4,263000664,19711027,140200,LGCNS DEVON BATCH
BATCH-000665,F,100001,7,4,263000665,19711028,140200,LGCNS DEVON BATCH
BATCH-000666,M,100001,7,4,263000666,19711029,140200,LGCNS DEVON BATCH
BATCH-000667,M,100001,7,4,263000667,19711030,140200,LGCNS DEVON BATCH
BATCH-000668,F,100001,7,4,263000668,19711031,140200,LGCNS DEVON BATCH
BATCH-000669,M,100001,7,4,263000669,19711101,140200,LGCNS DEVON BATCH
BATCH-000670,F,100001,7,4,263000670,19711102,140200,LGCNS DEVON BATCH
BATCH-000671,M,100001,7,4,263000671,19711103,140200,LGCNS DEVON BATCH
BATCH-000672,M,100001,7,4,263000672,19711104,140200,LGCNS DEVON BATCH
BATCH-000673,M,100001,7,4,263000673,19711105,140200,LGCNS DEVON BATCH
BATCH-000674,M,100001,7,4,263000674,19711106,140200,LGCNS DEVON BATCH
BATCH-000675,F,100001,7,4,263000675,19711107,140200,LGCNS DEVON BATCH
BATCH-000676,F,100001,7,4,263000676,19711108,140200,LGCNS DEVON BATCH
BATCH-000677,F,100001,7,4,263000677,19711109,140200,LGCNS DEVON BATCH
BATCH-000678,F,100001,7,4,263000678,19711110,140200,LGCNS DEVON BATCH
BATCH-000679,F,100001,7,4,263000679,19711111,140200,LGCNS DEVON BATCH
BATCH-000680,M,100001,7,4,263000680,19711112,140200,LGCNS DEVON BATCH
BATCH-000681,M,100001,7,4,263000681,19711113,140200,LGCNS DEVON BATCH
BATCH-000682,M,100001,7,4,263000682,19711114,140200,LGCNS DEVON BATCH
BATCH-000683,M,100001,7,4,263000683,19711115,140200,LGCNS DEVON BATCH
BATCH-000684,M,100001,7,4,263000684,19711116,140200,LGCNS DEVON BATCH
BATCH-000685,M,100001,7,4,263000685,19711117,140200,LGCNS DEVON BATCH
BATCH-000686,F,100001,7,4,263000686,19711118,140200,LGCNS DEVON BATCH
BATCH-000687,F,100001,7,4,263000687,19711119,140200,LGCNS DEVON BATCH
BATCH-000688,F,100001,7,4,263000688,19711120,140200,LGCNS DEVON BATCH
BATCH-000689,M,100001,7,4,263000689,19711121,140200,LGCNS DEVON BATCH
BATCH-000690,M,100001,7,4,263000690,19711122,140200,LGCNS DEVON BATCH
BATCH-000691,F,100001,7,4,263000691,19711123,140200,LGCNS DEVON BATCH
BATCH-000692,F,100001,7,4,263000692,19711124,140200,LGCNS DEVON BATCH
BATCH-000693,F,100001,7,4,263000693,19711125,140200,LGCNS DEVON BATCH
BATCH-000694,M,100001,7,4,263000694,19711126,140200,LGCNS DEVON BATCH
BATCH-000695,F,100001,7,4,263000695,19711127,140200,LGCNS DEVON BATCH
BATCH-000696,M,100001,7,4,263000696,19711128,140200,LGCNS DEVON BATCH
BATCH-000697,F,100001,7,4,263000697,19711129,140200,LGCNS DEVON BATCH
BATCH-000698,M,100001,7,4,263000698,19711130,140200,LGCNS DEVON BATCH
BATCH-000699,F,100001,7,4,263000699,19711201,140200,LGCNS DEVON BATCH
BATCH-000700,M,100001,7,4,263000700,19711202,140200,LGCNS DEVON BATCH
BATCH-000701,F,100001,7,4,263000701,19711203,140200,LGCNS DEVON BATCH
BATCH-000702,F,100001,7,4,263000702,19711204,140200,LGCNS DEVON BATCH
BATCH-000703,F,100001,7,4,263000703,19711205,140200,LGCNS DEVON BATCH
BATCH-000704,M,100001,7,4,263000704,19711206,140200,LGCNS DEVON BATCH
BATCH-000705,F,100001,7,4,263000705,19711207,140200,LGCNS DEVON BATCH
BATCH-000706,F,100001,7,4,263000706,19711208,140200,LGCNS DEVON BATCH
BATCH-000707,M,100001,7,4,263000707,19711209,140200,LGCNS DEVON BATCH
BATCH-000708,F,100001,7,4,263000708,19711210,140200,LGCNS DEVON BATCH
BATCH-000709,F,100001,7,4,263000709,19711211,140200,LGCNS DEVON BATCH
BATCH-000710,F,100001,7,4,263000710,19711212,140200,LGCNS DEVON BATCH
BATCH-000711,M,100001,7,4,263000711,19711213,140200,LGCNS DEVON BATCH
BATCH-000712,M,100001,7,4,263000712,19711214,140200,LGCNS DEVON BATCH
BATCH-000713,F,100001,7,4,263000713,19711215,140200,LGCNS DEVON BATCH
BATCH-000714,F,100001,7,4,263000714,19711216,140200,LGCNS DEVON BATCH
BATCH-000715,F,100001,7,4,263000715,19711217,140200,LGCNS DEVON BATCH
BATCH-000716,M,100001,7,4,263000716,19711218,140200,LGCNS DEVON BATCH
BATCH-000717,M,100001,7,4,263000717,19711219,140200,LGCNS DEVON BATCH
BATCH-000718,M,100001,7,4,263000718,19711220,140200,LGCNS DEVON BATCH
BATCH-000719,M,100001,7,4,263000719,19711221,140200,LGCNS DEVON BATCH
BATCH-000720,F,100001,7,4,263000720,19711222,140200,LGCNS DEVON BATCH
BATCH-000721,F,100001,7,4,263000721,19711223,140200,LGCNS DEVON BATCH
BATCH-000722,F,100001,7,4,263000722,19711224,140200,LGCNS DEVON BATCH
BATCH-000723,F,100001,7,4,263000723,19711225,140200,LGCNS DEVON BATCH
BATCH-000724,M,100001,7,4,263000724,19711226,140200,LGCNS DEVON BATCH
BATCH-000725,F,100001,7,4,263000725,19711227,140200,LGCNS DEVON BATCH
BATCH-000726,F,100001,7,4,263000726,19711228,140200,LGCNS DEVON BATCH
BATCH-000727,M,100001,7,4,263000727,19711229,140200,LGCNS DEVON BATCH
BATCH-000728,M,100001,7,4,263000728,19711230,140200,LGCNS DEVON BATCH
BATCH-000729,M,100001,7,4,263000729,19711231,140200,LGCNS DEVON BATCH
BATCH-000730,F,100001,7,4,263000730,19720101,140200,LGCNS DEVON BATCH
BATCH-000731,M,100001,7,4,263000731,19720102,140200,LGCNS DEVON BATCH
BATCH-000732,F,100001,7,4,263000732,19720103,140200,LGCNS DEVON BATCH
BATCH-000733,F,100001,7,4,263000733,19720104,140200,LGCNS DEVON BATCH
BATCH-000734,F,100001,7,4,263000734,19720105,140200,LGCNS DEVON BATCH
BATCH-000735,F,100001,7,4,263000735,19720106,140200,LGCNS DEVON BATCH
BATCH-000736,M,100001,7,4,263000736,19720107,140200,LGCNS DEVON BATCH
BATCH-000737,F,100001,7,4,263000737,19720108,140200,LGCNS DEVON BATCH
BATCH-000738,M,100001,7,4,263000738,19720109,140200,LGCNS DEVON BATCH
BATCH-000739,F,100001,7,4,263000739,19720110,140200,LGCNS DEVON BATCH
BATCH-000740,F,100001,7,4,263000740,19720111,140200,LGCNS DEVON BATCH
BATCH-000741,F,100001,7,4,263000741,19720112,140200,LGCNS DEVON BATCH
BATCH-000742,F,100001,7,4,263000742,19720113,140200,LGCNS DEVON BATCH
BATCH-000743,F,100001,7,4,263000743,19720114,140200,LGCNS DEVON BATCH
BATCH-000744,F,100001,7,4,263000744,19720115,140200,LGCNS DEVON BATCH
BATCH-000745,F,100001,7,4,263000745,19720116,140200,LGCNS DEVON BATCH
BATCH-000746,F,100001,7,4,263000746,19720117,140200,LGCNS DEVON BATCH
BATCH-000747,M,100001,7,4,263000747,19720118,140200,LGCNS DEVON BATCH
BATCH-000748,M,100001,7,4,263000748,19720119,140200,LGCNS DEVON BATCH
BATCH-000749,F,100001,7,4,263000749,19720120,140200,LGCNS DEVON BATCH
BATCH-000750,M,100001,7,4,263000750,19720121,140200,LGCNS DEVON BATCH
BATCH-000751,F,100001,7,4,263000751,19720122,140200,LGCNS DEVON BATCH
BATCH-000752,M,100001,7,4,263000752,19720123,140200,LGCNS DEVON BATCH
BATCH-000753,M,100001,7,4,263000753,19720124,140200,LGCNS DEVON BATCH
BATCH-000754,F,100001,7,4,263000754,19720125,140200,LGCNS DEVON BATCH
BATCH-000755,M,100001,7,4,263000755,19720126,140200,LGCNS DEVON BATCH
BATCH-000756,M,100001,7,4,263000756,19720127,140200,LGCNS DEVON BATCH
BATCH-000757,F,100001,7,4,263000757,19720128,140200,LGCNS DEVON BATCH
BATCH-000758,F,100001,7,4,263000758,19720129,140200,LGCNS DEVON BATCH
BATCH-000759,M,100001,7,4,263000759,19720130,140200,LGCNS DEVON BATCH
BATCH-000760,M,100001,7,4,263000760,19720131,140200,LGCNS DEVON BATCH
BATCH-000761,F,100001,7,4,263000761,19720201,140200,LGCNS DEVON BATCH
BATCH-000762,M,100001,7,4,263000762,19720202,140200,LGCNS DEVON BATCH
BATCH-000763,M,100001,7,4,263000763,19720203,140200,LGCNS DEVON BATCH
BATCH-000764,M,100001,7,4,263000764,19720204,140200,LGCNS DEVON BATCH
BATCH-000765,M,100001,7,4,263000765,19720205,140200,LGCNS DEVON BATCH
BATCH-000766,F,100001,7,4,263000766,19720206,140200,LGCNS DEVON BATCH
BATCH-000767,M,100001,7,4,263000767,19720207,140200,LGCNS DEVON BATCH
BATCH-000768,M,100001,7,4,263000768,19720208,140200,LGCNS DEVON BATCH
BATCH-000769,F,100001,7,4,263000769,19720209,140200,LGCNS DEVON BATCH
BATCH-000770,F,100001,7,4,263000770,19720210,140200,LGCNS DEVON BATCH
BATCH-000771,F,100001,7,4,263000771,19720211,140200,LGCNS DEVON BATCH
BATCH-000772,M,100001,7,4,263000772,19720212,140200,LGCNS DEVON BATCH
BATCH-000773,M,100001,7,4,263000773,19720213,140200,LGCNS DEVON BATCH
BATCH-000774,F,100001,7,4,263000774,19720214,140200,LGCNS DEVON BATCH
BATCH-000775,M,100001,7,4,263000775,19720215,140200,LGCNS DEVON BATCH
BATCH-000776,F,100001,7,4,263000776,19720216,140200,LGCNS DEVON BATCH
BATCH-000777,F,100001,7,4,263000777,19720217,140200,LGCNS DEVON BATCH
BATCH-000778,F,100001,7,4,263000778,19720218,140200,LGCNS DEVON BATCH
BATCH-000779,F,100001,7,4,263000779,19720219,140200,LGCNS DEVON BATCH
BATCH-000780,F,100001,7,4,263000780,19720220,140200,LGCNS DEVON BATCH
BATCH-000781,M,100001,7,4,263000781,19720221,140200,LGCNS DEVON BATCH
BATCH-000782,M,100001,7,4,263000782,19720222,140200,LGCNS DEVON BATCH
BATCH-000783,M,100001,7,4,263000783,19720223,140200,LGCNS DEVON BATCH
BATCH-000784,F,100001,7,4,263000784,19720224,140200,LGCNS DEVON BATCH
BATCH-000785,M,100001,7,4,263000785,19720225,140200,LGCNS DEVON BATCH
BATCH-000786,M,100001,7,4,263000786,19720226,140200,LGCNS DEVON BATCH
BATCH-000787,F,100001,7,4,263000787,19720227,140200,LGCNS DEVON BATCH
BATCH-000788,M,100001,7,4,263000788,19720228,140200,LGCNS DEVON BATCH
BATCH-000789,M,100001,7,4,263000789,19720229,140200,LGCNS DEVON BATCH
BATCH-000790,M,100001,7,4,263000790,19720301,140200,LGCNS DEVON BATCH
BATCH-000791,F,100001,7,4,263000791,19720302,140200,LGCNS DEVON BATCH
BATCH-000792,M,100001,7,4,263000792,19720303,140200,LGCNS DEVON BATCH
BATCH-000793,M,100001,7,4,263000793,19720304,140200,LGCNS DEVON BATCH
BATCH-000794,M,100001,7,4,263000794,19720305,140200,LGCNS DEVON BATCH
BATCH-000795,M,100001,7,4,263000795,19720306,140200,LGCNS DEVON BATCH
BATCH-000796,M,100001,7,4,263000796,19720307,140200,LGCNS DEVON BATCH
BATCH-000797,M,100001,7,4,263000797,19720308,140200,LGCNS DEVON BATCH
BATCH-000798,F,100001,7,4,263000798,19720309,140200,LGCNS DEVON BATCH
BATCH-000799,F,100001,7,4,263000799,19720310,140200,LGCNS DEVON BATCH
BATCH-000800,M,100001,7,4,263000800,19720311,140200,LGCNS DEVON BATCH
BATCH-000801,F,100001,7,4,263000801,19720312,140200,LGCNS DEVON BATCH
BATCH-000802,M,100001,7,4,263000802,19720313,140200,LGCNS DEVON BATCH
BATCH-000803,M,100001,7,4,263000803,19720314,140200,LGCNS DEVON BATCH
BATCH-000804,M,100001,7,4,263000804,19720315,140200,LGCNS DEVON BATCH
BATCH-000805,F,100001,7,4,263000805,19720316,140200,LGCNS DEVON BATCH
BATCH-000806,F,100001,7,4,263000806,19720317,140200,LGCNS DEVON BATCH
BATCH-000807,F,100001,7,4,263000807,19720318,140200,LGCNS DEVON BATCH
BATCH-000808,F,100001,7,4,263000808,19720319,140200,LGCNS DEVON BATCH
BATCH-000809,M,100001,7,4,263000809,19720320,140200,LGCNS DEVON BATCH
BATCH-000810,M,100001,7,4,263000810,19720321,140200,LGCNS DEVON BATCH
BATCH-000811,M,100001,7,4,263000811,19720322,140200,LGCNS DEVON BATCH
BATCH-000812,F,100001,7,4,263000812,19720323,140200,LGCNS DEVON BATCH
BATCH-000813,M,100001,7,4,263000813,19720324,140200,LGCNS DEVON BATCH
BATCH-000814,F,100001,7,4,263000814,19720325,140200,LGCNS DEVON BATCH
BATCH-000815,F,100001,7,4,263000815,19720326,140200,LGCNS DEVON BATCH
BATCH-000816,F,100001,7,4,263000816,19720327,140200,LGCNS DEVON BATCH
BATCH-000817,F,100001,7,4,263000817,19720328,140200,LGCNS DEVON BATCH
BATCH-000818,F,100001,7,4,263000818,19720329,140200,LGCNS DEVON BATCH
BATCH-000819,M,100001,7,4,263000819,19720330,140200,LGCNS DEVON BATCH
BATCH-000820,F,100001,7,4,263000820,19720331,140200,LGCNS DEVON BATCH
BATCH-000821,M,100001,7,4,263000821,19720401,140200,LGCNS DEVON BATCH
BATCH-000822,F,100001,7,4,263000822,19720402,140200,LGCNS DEVON BATCH
BATCH-000823,F,100001,7,4,263000823,19720403,140200,LGCNS DEVON BATCH
BATCH-000824,F,100001,7,4,263000824,19720404,140200,LGCNS DEVON BATCH
BATCH-000825,F,100001,7,4,263000825,19720405,140200,LGCNS DEVON BATCH
BATCH-000826,F,100001,7,4,263000826,19720406,140200,LGCNS DEVON BATCH
BATCH-000827,F,100001,7,4,263000827,19720407,140200,LGCNS DEVON BATCH
BATCH-000828,F,100001,7,4,263000828,19720408,140200,LGCNS DEVON BATCH
BATCH-000829,M,100001,7,4,263000829,19720409,140200,LGCNS DEVON BATCH
BATCH-000830,M,100001,7,4,263000830,19720410,140200,LGCNS DEVON BATCH
BATCH-000831,M,100001,7,4,263000831,19720411,140200,LGCNS DEVON BATCH
BATCH-000832,M,100001,7,4,263000832,19720412,140200,LGCNS DEVON BATCH
BATCH-000833,F,100001,7,4,263000833,19720413,140200,LGCNS DEVON BATCH
BATCH-000834,M,100001,7,4,263000834,19720414,140200,LGCNS DEVON BATCH
BATCH-000835,F,100001,7,4,263000835,19720415,140200,LGCNS DEVON BATCH
BATCH-000836,M,100001,7,4,263000836,19720416,140200,LGCNS DEVON BATCH
BATCH-000837,M,100001,7,4,263000837,19720417,140200,LGCNS DEVON BATCH
BATCH-000838,M,100001,7,4,263000838,19720418,140200,LGCNS DEVON BATCH
BATCH-000839,F,100001,7,4,263000839,19720419,140200,LGCNS DEVON BATCH
BATCH-000840,F,100001,7,4,263000840,19720420,140200,LGCNS DEVON BATCH
BATCH-000841,F,100001,7,4,263000841,19720421,140200,LGCNS DEVON BATCH
BATCH-000842,M,100001,7,4,263000842,19720422,140200,LGCNS DEVON BATCH
BATCH-000843,F,100001,7,4,263000843,19720423,140200,LGCNS DEVON BATCH
BATCH-000844,F,100001,7,4,263000844,19720424,140200,LGCNS DEVON BATCH
BATCH-000845,F,100001,7,4,263000845,19720425,140200,LGCNS DEVON BATCH
BATCH-000846,M,100001,7,4,263000846,19720426,140200,LGCNS DEVON BATCH
BATCH-000847,F,100001,7,4,263000847,19720427,140200,LGCNS DEVON BATCH
BATCH-000848,M,100001,7,4,263000848,19720428,140200,LGCNS DEVON BATCH
BATCH-000849,F,100001,7,4,263000849,19720429,140200,LGCNS DEVON BATCH
BATCH-000850,F,100001,7,4,263000850,19720430,140200,LGCNS DEVON BATCH
BATCH-000851,F,100001,7,4,263000851,19720501,140200,LGCNS DEVON BATCH
BATCH-000852,M,100001,7,4,263000852,19720502,140200,LGCNS DEVON BATCH
BATCH-000853,M,100001,7,4,263000853,19720503,140200,LGCNS DEVON BATCH
BATCH-000854,M,100001,7,4,263000854,19720504,140200,LGCNS DEVON BATCH
BATCH-000855,F,100001,7,4,263000855,19720505,140200,LGCNS DEVON BATCH
BATCH-000856,M,100001,7,4,263000856,19720506,140200,LGCNS DEVON BATCH
BATCH-000857,M,100001,7,4,263000857,19720507,140200,LGCNS DEVON BATCH
BATCH-000858,F,100001,7,4,263000858,19720508,140200,LGCNS DEVON BATCH
BATCH-000859,M,100001,7,4,263000859,19720509,140200,LGCNS DEVON BATCH
BATCH-000860,M,100001,7,4,263000860,19720510,140200,LGCNS DEVON BATCH
BATCH-000861,F,100001,7,4,263000861,19720511,140200,LGCNS DEVON BATCH
BATCH-000862,M,100001,7,4,263000862,19720512,140200,LGCNS DEVON BATCH
BATCH-000863,F,100001,7,4,263000863,19720513,140200,LGCNS DEVON BATCH
BATCH-000864,F,100001,7,4,263000864,19720514,140200,LGCNS DEVON BATCH
BATCH-000865,M,100001,7,4,263000865,19720515,140200,LGCNS DEVON BATCH
BATCH-000866,M,100001,7,4,263000866,19720516,140200,LGCNS DEVON BATCH
BATCH-000867,F,100001,7,4,263000867,19720517,140200,LGCNS DEVON BATCH
BATCH-000868,F,100001,7,4,263000868,19720518,140200,LGCNS DEVON BATCH
BATCH-000869,M,100001,7,4,263000869,19720519,140200,LGCNS DEVON BATCH
BATCH-000870,M,100001,7,4,263000870,19720520,140200,LGCNS DEVON BATCH
BATCH-000871,F,100001,7,4,263000871,19720521,140200,LGCNS DEVON BATCH
BATCH-000872,M,100001,7,4,263000872,19720522,140200,LGCNS DEVON BATCH
BATCH-000873,F,100001,7,4,263000873,19720523,140200,LGCNS DEVON BATCH
BATCH-000874,F,100001,7,4,263000874,19720524,140200,LGCNS DEVON BATCH
BATCH-000875,M,100001,7,4,263000875,19720525,140200,LGCNS DEVON BATCH
BATCH-000876,F,100001,7,4,263000876,19720526,140200,LGCNS DEVON BATCH
BATCH-000877,F,100001,7,4,263000877,19720527,140200,LGCNS DEVON BATCH
BATCH-000878,M,100001,7,4,263000878,19720528,140200,LGCNS DEVON BATCH
BATCH-000879,F,100001,7,4,263000879,19720529,140200,LGCNS DEVON BATCH
BATCH-000880,M,100001,7,4,263000880,19720530,140200,LGCNS DEVON BATCH
BATCH-000881,M,100001,7,4,263000881,19720531,140200,LGCNS DEVON BATCH
BATCH-000882,F,100001,7,4,263000882,19720601,140200,LGCNS DEVON BATCH
BATCH-000883,F,100001,7,4,263000883,19720602,140200,LGCNS DEVON BATCH
BATCH-000884,M,100001,7,4,263000884,19720603,140200,LGCNS DEVON BATCH
BATCH-000885,F,100001,7,4,263000885,19720604,140200,LGCNS DEVON BATCH
BATCH-000886,M,100001,7,4,263000886,19720605,140200,LGCNS DEVON BATCH
BATCH-000887,F,100001,7,4,263000887,19720606,140200,LGCNS DEVON BATCH
BATCH-000888,F,100001,7,4,263000888,19720607,140200,LGCNS DEVON BATCH
BATCH-000889,F,100001,7,4,263000889,19720608,140200,LGCNS DEVON BATCH
BATCH-000890,M,100001,7,4,263000890,19720609,140200,LGCNS DEVON BATCH
BATCH-000891,F,100001,7,4,263000891,19720610,140200,LGCNS DEVON BATCH
BATCH-000892,F,100001,7,4,263000892,19720611,140200,LGCNS DEVON BATCH
BATCH-000893,M,100001,7,4,263000893,19720612,140200,LGCNS DEVON BATCH
BATCH-000894,M,100001,7,4,263000894,19720613,140200,LGCNS DEVON BATCH
BATCH-000895,F,100001,7,4,263000895,19720614,140200,LGCNS DEVON BATCH
BATCH-000896,F,100001,7,4,263000896,19720615,140200,LGCNS DEVON BATCH
BATCH-000897,M,100001,7,4,263000897,19720616,140200,LGCNS DEVON BATCH
BATCH-000898,F,100001,7,4,263000898,19720617,140200,LGCNS DEVON BATCH
BATCH-000899,M,100001,7,4,263000899,19720618,140200,LGCNS DEVON BATCH
BATCH-000900,M,100001,7,4,263000900,19720619,140200,LGCNS DEVON BATCH
BATCH-000901,M,100001,7,4,263000901,19720620,140200,LGCNS DEVON BATCH
BATCH-000902,F,100001,7,4,263000902,19720621,140200,LGCNS DEVON BATCH
BATCH-000903,M,100001,7,4,263000903,19720622,140200,LGCNS DEVON BATCH
BATCH-000904,F,100001,7,4,263000904,19720623,140200,LGCNS DEVON BATCH
BATCH-000905,F,100001,7,4,263000905,19720624,140200,LGCNS DEVON BATCH
BATCH-000906,F,100001,7,4,263000906,19720625,140200,LGCNS DEVON BATCH
BATCH-000907,F,100001,7,4,263000907,19720626,140200,LGCNS DEVON BATCH
BATCH-000908,F,100001,7,4,263000908,19720627,140200,LGCNS DEVON BATCH
BATCH-000909,M,100001,7,4,263000909,19720628,140200,LGCNS DEVON BATCH
BATCH-000910,F,100001,7,4,263000910,19720629,140200,LGCNS DEVON BATCH
BATCH-000911,F,100001,7,4,263000911,19720630,140200,LGCNS DEVON BATCH
BATCH-000912,M,100001,7,4,263000912,19720701,140200,LGCNS DEVON BATCH
BATCH-000913,M,100001,7,4,263000913,19720702,140200,LGCNS DEVON BATCH
BATCH-000914,M,100001,7,4,263000914,19720703,140200,LGCNS DEVON BATCH
BATCH-000915,F,100001,7,4,263000915,19720704,140200,LGCNS DEVON BATCH
BATCH-000916,F,100001,7,4,263000916,19720705,140200,LGCNS DEVON BATCH
BATCH-000917,F,100001,7,4,263000917,19720706,140200,LGCNS DEVON BATCH
BATCH-000918,F,100001,7,4,263000918,19720707,140200,LGCNS DEVON BATCH
BATCH-000919,M,100001,7,4,263000919,19720708,140200,LGCNS DEVON BATCH
BATCH-000920,M,100001,7,4,263000920,19720709,140200,LGCNS DEVON BATCH
BATCH-000921,M,100001,7,4,263000921,19720710,140200,LGCNS DEVON BATCH
BATCH-000922,F,100001,7,4,263000922,19720711,140200,LGCNS DEVON BATCH
BATCH-000923,F,100001,7,4,263000923,19720712,140200,LGCNS DEVON BATCH
BATCH-000924,F,100001,7,4,263000924,19720713,140200,LGCNS DEVON BATCH
BATCH-000925,F,100001,7,4,263000925,19720714,140200,LGCNS DEVON BATCH
BATCH-000926,M,100001,7,4,263000926,19720715,140200,LGCNS DEVON BATCH
BATCH-000927,M,100001,7,4,263000927,19720716,140200,LGCNS DEVON BATCH
BATCH-000928,F,100001,7,4,263000928,19720717,140200,LGCNS DEVON BATCH
BATCH-000929,F,100001,7,4,263000929,19720718,140200,LGCNS DEVON BATCH
BATCH-000930,M,100001,7,4,263000930,19720719,140200,LGCNS DEVON BATCH
BATCH-000931,M,100001,7,4,263000931,19720720,140200,LGCNS DEVON BATCH
BATCH-000932,M,100001,7,4,263000932,19720721,140200,LGCNS DEVON BATCH
BATCH-000933,F,100001,7,4,263000933,19720722,140200,LGCNS DEVON BATCH
BATCH-000934,M,100001,7,4,263000934,19720723,140200,LGCNS DEVON BATCH
BATCH-000935,M,100001,7,4,263000935,19720724,140200,LGCNS DEVON BATCH
BATCH-000936,M,100001,7,4,263000936,19720725,140200,LGCNS DEVON BATCH
BATCH-000937,M,100001,7,4,263000937,19720726,140200,LGCNS DEVON BATCH
BATCH-000938,F,100001,7,4,263000938,19720727,140200,LGCNS DEVON BATCH
BATCH-000939,M,100001,7,4,263000939,19720728,140200,LGCNS DEVON BATCH
BATCH-000940,M,100001,7,4,263000940,19720729,140200,LGCNS DEVON BATCH
BATCH-000941,F,100001,7,4,263000941,19720730,140200,LGCNS DEVON BATCH
BATCH-000942,M,100001,7,4,263000942,19720731,140200,LGCNS DEVON BATCH
BATCH-000943,M,100001,7,4,263000943,19720801,140200,LGCNS DEVON BATCH
BATCH-000944,F,100001,7,4,263000944,19720802,140200,LGCNS DEVON BATCH
BATCH-000945,F,100001,7,4,263000945,19720803,140200,LGCNS DEVON BATCH
BATCH-000946,M,100001,7,4,263000946,19720804,140200,LGCNS DEVON BATCH
BATCH-000947,M,100001,7,4,263000947,19720805,140200,LGCNS DEVON BATCH
BATCH-000948,F,100001,7,4,263000948,19720806,140200,LGCNS DEVON BATCH
BATCH-000949,M,100001,7,4,263000949,19720807,140200,LGCNS DEVON BATCH
BATCH-000950,M,100001,7,4,263000950,19720808,140200,LGCNS DEVON BATCH
BATCH-000951,M,100001,7,4,263000951,19720809,140200,LGCNS DEVON BATCH
BATCH-000952,M,100001,7,4,263000952,19720810,140200,LGCNS DEVON BATCH
BATCH-000953,F,100001,7,4,263000953,19720811,140200,LGCNS DEVON BATCH
BATCH-000954,M,100001,7,4,263000954,19720812,140200,LGCNS DEVON BATCH
BATCH-000955,M,100001,7,4,263000955,19720813,140200,LGCNS DEVON BATCH
BATCH-000956,M,100001,7,4,263000956,19720814,140200,LGCNS DEVON BATCH
BATCH-000957,M,100001,7,4,263000957,19720815,140200,LGCNS DEVON BATCH
BATCH-000958,F,100001,7,4,263000958,19720816,140200,LGCNS DEVON BATCH
BATCH-000959,F,100001,7,4,263000959,19720817,140200,LGCNS DEVON BATCH
BATCH-000960,M,100001,7,4,263000960,19720818,140200,LGCNS DEVON BATCH
BATCH-000961,F,100001,7,4,263000961,19720819,140200,LGCNS DEVON BATCH
BATCH-000962,M,100001,7,4,263000962,19720820,140200,LGCNS DEVON BATCH
BATCH-000963,F,100001,7,4,263000963,19720821,140200,LGCNS DEVON BATCH
BATCH-000964,M,100001,7,4,263000964,19720822,140200,LGCNS DEVON BATCH
BATCH-000965,M,100001,7,4,263000965,19720823,140200,LGCNS DEVON BATCH
BATCH-000966,M,100001,7,4,263000966,19720824,140200,LGCNS DEVON BATCH
BATCH-000967,F,100001,7,4,263000967,19720825,140200,LGCNS DEVON BATCH
BATCH-000968,M,100001,7,4,263000968,19720826,140200,LGCNS DEVON BATCH
BATCH-000969,M,100001,7,4,263000969,19720827,140200,LGCNS DEVON BATCH
BATCH-000970,F,100001,7,4,263000970,19720828,140200,LGCNS DEVON BATCH
BATCH-000971,F,100001,7,4,263000971,19720829,140200,LGCNS DEVON BATCH
BATCH-000972,M,100001,7,4,263000972,19720830,140200,LGCNS DEVON BATCH
BATCH-000973,F,100001,7,4,263000973,19720831,140200,LGCNS DEVON BATCH
BATCH-000974,M,100001,7,4,263000974,19720901,140200,LGCNS DEVON BATCH
BATCH-000975,M,100001,7,4,263000975,19720902,140200,LGCNS DEVON BATCH
BATCH-000976,F,100001,7,4,263000976,19720903,140200,LGCNS DEVON BATCH
BATCH-000977,M,100001,7,4,263000977,19720904,140200,LGCNS DEVON BATCH
BATCH-000978,F,100001,7,4,263000978,19720905,140200,LGCNS DEVON BATCH
BATCH-000979,M,100001,7,4,263000979,19720906,140200,LGCNS DEVON BATCH
BATCH-000980,M,100001,7,4,263000980,19720907,140200,LGCNS DEVON BATCH
BATCH-000981,F,100001,7,4,263000981,19720908,140200,LGCNS DEVON BATCH
BATCH-000982,M,100001,7,4,263000982,19720909,140200,LGCNS DEVON BATCH
BATCH-000983,M,100001,7,4,263000983,19720910,140200,LGCNS DEVON BATCH
BATCH-000984,F,100001,7,4,263000984,19720911,140200,LGCNS DEVON BATCH
BATCH-000985,M,100001,7,4,263000985,19720912,140200,LGCNS DEVON BATCH
BATCH-000986,F,100001,7,4,263000986,19720913,140200,LGCNS DEVON BATCH
BATCH-000987,F,100001,7,4,263000987,19720914,140200,LGCNS DEVON BATCH
BATCH-000988,F,100001,7,4,263000988,19720915,140200,LGCNS DEVON BATCH
BATCH-000989,F,100001,7,4,263000989,19720916,140200,LGCNS DEVON BATCH
BATCH-000990,F,100001,7,4,263000990,19720917,140200,LGCNS DEVON BATCH
BATCH-000991,F,100001,7,4,263000991,19720918,140200,LGCNS DEVON BATCH
BATCH-000992,M,100001,7,4,263000992,19720919,140200,LGCNS DEVON BATCH
BATCH-000993,F,100001,7,4,263000993,19720920,140200,LGCNS DEVON BATCH
BATCH-000994,F,100001,7,4,263000994,19720921,140200,LGCNS DEVON BATCH
